capability_id,department_code,department_name,symptom_code,canonical_symptom_name,keyword_variant,service_type,body_area,age_min,age_max,gender_scope,pregnancy_scope,default_priority,can_receive_direct,requires_referral,is_active,validation_status
CAP-0019,CARD,Tim mạch,CHEST_PAIN,Đau ngực,ngực bóp từng lúc,Đo điện tim,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0020,ER,Cấp cứu,CHEST_PAIN,Đau ngực,đau ngực,Phân loại khẩn cấp,CHEST,0,120,ALL,ANY,EMERGENCY,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0021,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,toi hoi hop,Khám tim mạch,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0022,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,hay đánh trống nực,Khám tim mạch,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0023,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,cảm giác tim đập thình thịch,Khám tim mạch,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0024,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,nhịp tim nhanh mấy hôm nay,Khám tim mạch,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0025,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,tim dap nhanh nhe,Đo điện tim,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0026,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,hồi hộ nhiều,Đo điện tim,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0027,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,đánh trống ngực liên tục,Đo điện tim,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0028,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,tim đập thình thịch từng lúc,Đánh giá tuần hoàn,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0029,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,nhip tim nhanh,Đánh giá tuần hoàn,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0030,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,bị tim đập nhnah,Đo điện tim,CHEST,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0031,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,hồi hộp,Đo điện tim,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0032,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,hay đánh trống ngực,Đánh giá tuần hoàn,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0033,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,cam giac tim dap thinh thich,Đánh giá tuần hoàn,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0034,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,nhịp tim nhanh mấy hm nay,Đo điện tim,CHEST,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0035,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,tim đập nhanh nhẹ,Khám tim mạch,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0036,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,hồi hộp nhiều,Khám tim mạch,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0037,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,danh trong nguc lien tuc,Khám tim mạch,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0038,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,tim đập thình tịhch từng lúc,Đo điện tim,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0039,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,nhịp tim nhanh,Đánh giá tuần hoàn,CHEST,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0040,CARD,Tim mạch,PALPITATION,Hồi hộp đánh trống ngực,bị tim đập nhanh,Khám tim mạch,CHEST,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0041,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,hay hut hoi khi leo cau thang,Đo điện tim,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0042,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,ảcm giác thở gấp khi vận động,Khám hô hấp,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0043,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,mệt khi gắng sức mấy hôm nay,Đánh giá tuần hoàn,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0044,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,khó thở lúc vận động nhẹ,Đánh giá ho,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0045,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,kho tho khi di bo nhieu,Đánh giá khò khè,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0046,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,hụt hơi khi leo cầu thaang liên tục,Đánh giá ho,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0047,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,thở gấp khi vận động từng lúc,Đánh giá tuần hoàn,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0048,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,mệt khi gắng sức,Đo điện tim,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0049,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,bi kho tho luc van dong,Đo điện tim,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0050,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,tôi khhó thở khi đi bộ,Đánh giá ho,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0051,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,hay hụt hơi khi leo cầu thang,Đo điện tim,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0052,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,cảm giác thở gấp khi vận động,Đánh giá tuần hoàn,RESPIRATORY,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0053,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,met khi gang suc may hom nay,Đánh giá khò khè,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0054,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,khó thở lúc vnậ động nhẹ,Đánh giá khò khè,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0055,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,khó thở khi đi bộ nhiều,Khám hô hấp,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0056,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,hụt hơi khi leo cầu thang liên tục,Khám hô hấp,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0057,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,tho gap khi van dong tung luc,Khám hô hấp,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0058,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,mệt khi gắg sức,Đo điện tim,RESPIRATORY,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0059,RESP,Hô hấp,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,khó thở lúc vận động,Đánh giá khò khè,RESPIRATORY,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0060,CARD,Tim mạch,EXERTIONAL_DYSPNEA,Khó thở khi gắng sức,tôi khó thở khi đi bộ,Đo điện tim,RESPIRATORY,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0061,NEURO,Thần kinh,HEADACHE,Đau đầu,cam giac nhuc dau,Đánh giá đau đầu chóng mặt,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0062,NEURO,Thần kinh,HEADACHE,Đau đầu,đau nửa ầđu mấy hôm nay,Đánh giá vận động,HEAD,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0063,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,đau vùng trán nhẹ,Khám nội tổng quát,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0064,NEURO,Thần kinh,HEADACHE,Đau đầu,đau phía sau đầu nhiều,Đánh giá vận động,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0065,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,dau dau lien tuc,Khám nội tổng quát,HEAD,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0066,NEURO,Thần kinh,HEADACHE,Đau đầu,nhức đầu từng úlc,Đánh giá vận động,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0067,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,đau nửa đầu,Đánh giá triệu chứng chung,HEAD,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0068,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,bị đau vùng trán,Đánh giá triệu chứng chung,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0069,NEURO,Thần kinh,HEADACHE,Đau đầu,toi dau phia sau dau,Đánh giá đau đầu chóng mặt,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0070,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,hay đau đầuu,Đánh giá triệu chứng chung,HEAD,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0071,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,cảm giác nhức đầu,Sàng lọc ban đầu,HEAD,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0072,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,đau nửa đầu mấy hôm nay,Sàng lọc ban đầu,HEAD,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0073,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,dau vung tran nhe,Khám nội tổng quát,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0074,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,đau hpía sau đầu nhiều,Đánh giá triệu chứng chung,HEAD,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0075,NEURO,Thần kinh,HEADACHE,Đau đầu,đau đầu liên tục,Khám thần kinh,HEAD,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0076,NEURO,Thần kinh,HEADACHE,Đau đầu,nhức đầu từng lúc,Đánh giá vận động,HEAD,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0077,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,dau nua dau,Khám nội tổng quát,HEAD,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0078,GENERAL,Nội tổng quát,HEADACHE,Đau đầu,bị đau vng trán,Khám nội tổng quát,HEAD,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0079,NEURO,Thần kinh,HEADACHE,Đau đầu,đau phía sau đầu,Đánh giá vận động,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0080,NEURO,Thần kinh,HEADACHE,Đau đầu,hay đau đầu,Khám thần kinh,HEAD,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0081,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,hoa mat may hom nay,Khám nội tổng quát,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0082,NEURO,Thần kinh,DIZZINESS,Chóng mặt,choáng váng hnẹ,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0083,NEURO,Thần kinh,DIZZINESS,Chóng mặt,cảm giác quay cuồng nhiều,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0084,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,đứng lên bị choáng liên tục,Đánh giá triệu chứng chung,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0085,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,chong mat tung luc,Sàng lọc ban đầu,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0086,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,hoa mt,Đánh giá triệu chứng chung,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0087,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,choáng váng,Sàng lọc ban đầu,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0088,NEURO,Thần kinh,DIZZINESS,Chóng mặt,tôi cảm giác quay cuồng,Khám thần kinh,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0089,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,hay dung len bi choang,Khám nội tổng quát,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0090,NEURO,Thần kinh,DIZZINESS,Chóng mặt,cảm giác chón mặt,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0091,NEURO,Thần kinh,DIZZINESS,Chóng mặt,hoa mắt mấy hôm nay,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0092,NEURO,Thần kinh,DIZZINESS,Chóng mặt,choáng váng nhẹ,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0093,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,cam giac quay cuong nhieu,Khám nội tổng quát,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0094,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,đứng lên bị choáng liên ttục,Đánh giá triệu chứng chung,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0095,NEURO,Thần kinh,DIZZINESS,Chóng mặt,chóng mặt từng lúc,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0096,NEURO,Thần kinh,DIZZINESS,Chóng mặt,hoa mắt,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0097,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,bi choang vang,Sàng lọc ban đầu,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0098,NEURO,Thần kinh,DIZZINESS,Chóng mặt,tôi cảm giác quy cuồng,Khám thần kinh,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0099,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,hay đứng lên choáng,Khám nội tổng quát,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0100,GENERAL,Nội tổng quát,DIZZINESS,Chóng mặt,cảm giác chóng mặt,Sàng lọc ban đầu,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0101,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,te chan nhe,Khám cơ xương khớp,NEURO,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0102,NEURO,Thần kinh,NUMBNESS,Tê bì,tê bì hiều,Đánh giá vận động,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0103,NEURO,Thần kinh,NUMBNESS,Tê bì,cảm giác kiến bò liên tục,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0104,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,mất cảm giác nhẹ từng lúc,Đánh giá vận động,NEURO,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0105,NEURO,Thần kinh,NUMBNESS,Tê bì,te tay,Khám thần kinh,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0106,NEURO,Thần kinh,NUMBNESS,Tê bì,bị êt chân,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0107,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,tê bì,Khám cơ xương khớp,NEURO,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0108,NEURO,Thần kinh,NUMBNESS,Tê bì,hay cảm giác kiến bò,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0109,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,cam giac mat cam giac nhe,Đánh giá vận động,NEURO,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0110,NEURO,Thần kinh,NUMBNESS,Tê bì,tê ta mấy hôm nay,Khám thần kinh,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0111,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,tê chân nhẹ,Đánh giá vận động,NEURO,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0112,NEURO,Thần kinh,NUMBNESS,Tê bì,tê bì nhiều,Khám thần kinh,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0113,NEURO,Thần kinh,NUMBNESS,Tê bì,cam giac kien bo lien tuc,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0114,NEURO,Thần kinh,NUMBNESS,Tê bì,mất cả giác nhẹ từng lúc,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0115,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,tê tay,Khám cơ xương khớp,NEURO,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0116,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,bị tê chân,Đánh giá vận động,NEURO,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0117,NEURO,Thần kinh,NUMBNESS,Tê bì,toi te bi,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0118,NEURO,Thần kinh,NUMBNESS,Tê bì,hay ảcm giác kiến bò,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0119,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,cảm giác mất cảm giác nhẹ,Khám cơ xương khớp,NEURO,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0120,ORTHO,Cơ xương khớp,NUMBNESS,Tê bì,tê tay mấy hôm nay,Khám cột sống,NEURO,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0121,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,yeu chan nhieu,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0122,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,tay chn yếu liên tục,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0123,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,khó nâng tay từng lúc,Đánh giá vận động,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0124,ER,Cấp cứu,LIMB_WEAKNESS,Yếu chi,chân không có lực,Đánh giá cấp cứu,NEURO,0,120,ALL,ANY,EMERGENCY,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0125,ER,Cấp cứu,LIMB_WEAKNESS,Yếu chi,bi yeu tay,Hồi sức ban đầu,NEURO,0,120,ALL,ANY,EMERGENCY,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0126,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,ôi yếu chân,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0127,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,hay tay chân yếu,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
